自由時報電子報,三大報全國性,https://www.ltn.com.tw/
中時新聞網,三大報全國性,https://www.chinatimes.com/?chdtv
聯合新聞網,三大報全國性,https://udn.com/news/index
中央社 CNA,非三大報全國性,https://www.cna.com.tw/
奧丁丁新聞,非三大報全國性,https://news.owlting.com/
PChome新聞,非三大報全國性,https://www.pchome.com.tw/
蕃新聞,非三大報全國性,https://n.yam.com/
奇摩新聞,非三大報全國性,https://tw.news.yahoo.com/
彰化人彰化事,非三大報全國性,https://www.changhuanews.com/
互傳媒,非三大報全國性,https://hoomedia.com.tw/
觀傳媒,非三大報全國性,https://www.watchmedia01.com/
商傳媒,非三大報全國性,https://sunmedia.tw/
睿傳媒,非三大報全國性,https://www.right-media.news/
勢傳媒,非三大報全國性,https://chinatrends.news/
芋傳媒,非三大報全國性,https://taronews.tw/
賴傳媒,非三大報全國性,https://lai-media.net/
圈傳媒,非三大報全國性,https://www.circlenews.network/
威傳媒,非三大報全國性,https://www.winnews.com.tw/
百傳媒,非三大報全國性,https://www.baitimes.com/
勁道傳媒,非三大報全國性,https://www.strongmedia.com.tw/
邁思傳媒,非三大報全國性,https://maisi-media.net/
大和傳媒,非三大報全國性,https://daiwanews.com.tw/
三星傳媒,非三大報全國性,https://www.tristarnews.com.tw/
彪網媒,非三大報全國性,https://www.biao-news.com/
驚天動地新聞網,非三大報全國性,https://www.shock-news.org/
享民頭條,非三大報全國性,https://www.twjinmedia.com/
好視新聞,非三大報全國性,https://newsday.tw/
時代妞,非三大報全國性,https://staynews.net/
台灣公益新聞網,非三大報全國性,https://anews.com.tw/
波新聞,非三大報全國性,https://www.bo6s.com.tw/
福爾摩沙新聞聯播,非三大報全國性,https://formosalive.com/
經濟日報,非三大報全國性,https://money.udn.com/money/index
三立新聞網,非三大報全國性,https://www.setn.com/
HOT熱訊生活新聞網,非三大報全國性,https://hotmessage.co/
警政時報,非三大報全國性,https://www.tcpttw.com/
澎湖日報,非三大報全國性,https://penghudaily.blogspot.com/
台中時報,非三大報全國性,https://www.taichungtimes.com/
南投時報,非三大報全國性,https://www.nantoutimes.com/
屏東時報電子報,非三大報全國性,https://pingtungtimes.com.tw/
台北郵報,非三大報全國性,https://taipeipost.org/
行銷人,非三大報全國性,https://www.marketersgo.com/
鉅聞天下,非三大報全國性,https://www.bigmedia.com.tw/
台灣好新聞,非三大報全國性,https://www.taiwanhot.net/
台灣華報,非三大報全國性,https://www.kingtop.com.tw/index.php
僑務電子報,非三大報全國性,https://ocacnews.net/
GO THE 走遊,非三大報全國性,https://gothe.tw/
天天要聞,非三大報全國性,https://daydaynews.cc/zh-tw
在地人新聞,非三大報全國性,https://www.ltvnews.net/
善思新聞網,非三大報全國性,https://tdn.today/posts/category/life/
樂聯網,非三大報全國性,https://leho.com.tw/
找新聞,非三大報全國性,https://findnewstoday.net/
世界觀新聞網,非三大報全國性,https://www.worldviewnews.net/
酷吧！生活誌,非三大報全國性,https://www.coolbar.life/
Share Life台灣旅行趣,非三大報全國性,https://taiwan.sharelife.tw/
民生頭條,非三大報全國性,https://www.lifetoutiao.news/
媒事。看新聞,非三大報全國性,https://times.586.com.tw/
Life 生活網,非三大報全國性,https://life.tw/
獨家報導,非三大報全國性,https://www.scooptw.com/
創新聞,非三大報全國性,https://pronews.tw/
世界新聞網,非三大報全國性,https://www.worldjournal.com/wj/index
Talknews說新聞,非三大報全國性,https://talknews.app/
天天上新聞,非三大報全國性,https://mknews.com.tw/
藍雀新傳媒,非三大報全國性,https://taiwanmagpie.com/
Miin新聞,非三大報全國性,https://miin.cc/feed/trend
今日新聞,非三大報全國性,https://www.nownews.com
M傳媒,非三大報全國性,https://94m.com.tw/
CNMA新聞聯合網,非三大報全國性,https://www.cnma.org.tw/
工商時報,非三大報全國性,https://www.ctee.com.tw/
ETtoday新聞網,非三大報全國性,https://www.ettoday.net/
SJC行者嚴選,非三大報全國性,https://www.sjcollect.com/
新頭條,非三大報全國性,https://www.thehubnews.net/
火報,非三大報全國性,https://firenews.com.tw/
Yes Media,非三大報全國性,https://www.yesmedia.com.tw/
亞太新聞網,非三大報全國性,https://www.atanews.net/
民生電子報,非三大報全國性,https://lifenews.com.tw/
記者爆料網,非三大報全國性,https://new-reporter.com/
中華日報,非三大報全國性,https://www.cdns.com.tw/
焦點時報,非三大報全國性,https://focus.586.com.tw/
正聲新聞,非三大報全國性,https://www.2241626.com/
台灣新聞雲,非三大報全國性,https://886.news/
享新聞,非三大報全國性,https://i-news.com.tw/
台灣人民報,非三大報全國性,https://www.peponews.tw/
青年日報,非三大報全國性,https://www.ydn.com.tw/tw/home/
知新聞,非三大報全國性,https://www.knews.com.tw/
台灣線報,非三大報全國性,https://twline365.com/
台灣電報,非三大報全國性,https://enn.tw/
台灣好報,非三大報全國性,https://newstaiwan.net/
台灣新生報,非三大報全國性,http://61.222.185.194/
新唐人亞太台,非三大報全國性,https://www.ntdtv.com.tw/
大宇宙新聞 民時新聞,非三大報全國性,https://macrocosm.tw/
大紀元,非三大報全國性,https://www.epochtimes.com/b5/
Line Today,非三大報全國性,https://today.line.me/tw/v3/tab
大成報,非三大報全國性,https://greatnews.com.tw/index.php
三大電視,非三大報全國性,https://www.sdtv.com.tw/index_tw.php
墨新聞,非三大報全國性,https://more-news.tw/
藝點新聞,非三大報全國性,https://www.ulightdj.tv/ainews/
NextNews新聞網,非三大報全國性,https://nextnews.tw/
新政財經論壇網,非三大報全國性,https://npnews.com.tw/
信吉衛視+,非三大報全國性,https://www.sjtv.com.tw/
TVBS新聞網,非三大報全國性,https://news.tvbs.com.tw/
自立晚報,非三大報全國性,https://www.idn.com.tw/
中廣新聞網,非三大報全國性,https://bccnews.com.tw/
TMNU,非三大報全國性,https://www.tmnu.org.tw/
放言,非三大報全國性,https://www.fountmedia.io/
都市之聲,非三大報全國性,http://fm997.cityfm.tw/
彰視新聞,非三大報全國性,https://www.facebook.com/groups/55chnews/?locale=zh_TW
大彰化新聞,非三大報全國性,https://www.facebook.com/kbronews04/?locale=zh_TW
記者新聞網,非三大報全國性,https://newsdaily.tw/
台灣導報,非三大報全國性,https://taiwanreports.com/
風傳媒,非三大報全國性,https://www.storm.mg/
台灣中央傳媒,非三大報全國性,https://tcnmedia.net/
崛起新傳媒,非三大報全國性,https://rise-mediacorp.com/
天晴報媒體,非三大報全國性,https://news.fclnews.com/
漾新聞,非三大報全國性,https://www.youngnews3631.com/
天下新聞網,非三大報全國性,https://tw-skynews.com/
中國新聞網社,非三大報全國性,https://tw-chinanews.com/
中台灣時報,非三大報全國性,https://www.taiwancnews.com/
時報傳媒,非三大報全國性,https://jlv.pyw.mybluehost.me/
台灣生活新聞(TDN),非三大報全國性,https://news.st-media.com.tw/
元丰傳媒,非三大報全國性,https://yuanfengmedia.tw/
台中廣播電台,非三大報全國性,https://www.facebook.com/people/FM1007-%E5%8F%B0%E4%B8%AD%E5%BB%A3%E6%92%AD%E9%9B%BB%E5%8F%B0/100088384684217/?locale=en_GB#
台灣廣播公司-台中台,非三大報全國性,https://www.facebook.com/p/%E5%8F%B0%E7%81%A3%E5%BB%A3%E6%92%AD%E5%85%AC%E5%8F%B8-%E5%8F%B0%E4%B8%AD%E5%BB%A3%E6%92%AD%E9%9B%BB%E5%8F%B0-100066804333200/
